occurrenceID,measurementType,measurementValue
IYS2019-Kaganovsky-26-Bongo-1-23,lifeStage,C5
IYS2019-Kaganovsky-26-Bongo-1-23,sex,F
IYS2019-Kaganovsky-26-Bongo-1-23,abundance,0.397022332506204
IYS2019-Kaganovsky-26-Bongo-1-24,lifeStage,C6
IYS2019-Kaganovsky-26-Bongo-1-24,sex,F
IYS2019-Kaganovsky-26-Bongo-1-24,abundance,0.794044665012407
IYS2019-Kaganovsky-26-Bongo-1-25,lifeStage,veliger
IYS2019-Kaganovsky-26-Bongo-1-25,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-25,abundance,0.198511166253102
IYS2019-Kaganovsky-26-Bongo-1-26,lifeStage,NA
IYS2019-Kaganovsky-26-Bongo-1-26,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-26,abundance,0.794044665012407
IYS2019-Kaganovsky-26-Bongo-1-27,lifeStage,C6
IYS2019-Kaganovsky-26-Bongo-1-27,sex,F
IYS2019-Kaganovsky-26-Bongo-1-27,abundance,0.198511166253102
IYS2019-Kaganovsky-26-Bongo-1-28,lifeStage,NA
IYS2019-Kaganovsky-26-Bongo-1-28,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-28,abundance,1.19106699751861
IYS2019-Kaganovsky-26-Bongo-1-29,lifeStage,C4
IYS2019-Kaganovsky-26-Bongo-1-29,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-29,abundance,0.992555831265509
IYS2019-Kaganovsky-26-Bongo-1-30,lifeStage,C5
IYS2019-Kaganovsky-26-Bongo-1-30,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-30,abundance,1.58808933002481
IYS2019-Kaganovsky-26-Bongo-1-31,lifeStage,C6
IYS2019-Kaganovsky-26-Bongo-1-31,sex,F
IYS2019-Kaganovsky-26-Bongo-1-31,abundance,2.97766749379653
IYS2019-Kaganovsky-26-Bongo-1-32,lifeStage,C1
IYS2019-Kaganovsky-26-Bongo-1-32,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-32,abundance,0.397022332506204
IYS2019-Kaganovsky-26-Bongo-1-33,lifeStage,C2
IYS2019-Kaganovsky-26-Bongo-1-33,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-33,abundance,2.18362282878412
IYS2019-Kaganovsky-26-Bongo-1-34,lifeStage,C3
IYS2019-Kaganovsky-26-Bongo-1-34,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-34,abundance,1.58808933002481
IYS2019-Kaganovsky-26-Bongo-1-35,lifeStage,C4
IYS2019-Kaganovsky-26-Bongo-1-35,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-35,abundance,0.421836228287841
IYS2019-Kaganovsky-26-Bongo-1-36,lifeStage,C5
IYS2019-Kaganovsky-26-Bongo-1-36,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-36,abundance,0.719602977667494
IYS2019-Kaganovsky-26-Bongo-1-37,lifeStage,C4
IYS2019-Kaganovsky-26-Bongo-1-37,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-37,abundance,1.38957816377171
IYS2019-Kaganovsky-26-Bongo-1-38,lifeStage,C5
IYS2019-Kaganovsky-26-Bongo-1-38,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-38,abundance,0.198511166253102
IYS2019-Kaganovsky-26-Bongo-1-39,lifeStage,C4
IYS2019-Kaganovsky-26-Bongo-1-39,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-39,abundance,0.992555831265509
IYS2019-Kaganovsky-26-Bongo-1-40,lifeStage,C1
IYS2019-Kaganovsky-26-Bongo-1-40,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-40,abundance,5.16129032258065
IYS2019-Kaganovsky-26-Bongo-1-41,lifeStage,C2
IYS2019-Kaganovsky-26-Bongo-1-41,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-41,abundance,2.58064516129032
IYS2019-Kaganovsky-26-Bongo-1-42,lifeStage,C3
IYS2019-Kaganovsky-26-Bongo-1-42,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-42,abundance,1.58808933002481
IYS2019-Kaganovsky-26-Bongo-1-43,lifeStage,NA
IYS2019-Kaganovsky-26-Bongo-1-43,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-43,abundance,0.248138957816377
IYS2019-Kaganovsky-26-Bongo-1-44,lifeStage,NA
IYS2019-Kaganovsky-26-Bongo-1-44,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-44,abundance,1.58808933002481
IYS2019-Kaganovsky-26-Bongo-1-45,lifeStage,C6
IYS2019-Kaganovsky-26-Bongo-1-45,sex,F
IYS2019-Kaganovsky-26-Bongo-1-45,abundance,1.58808933002481
IYS2019-Kaganovsky-26-Bongo-1-46,lifeStage,C6
IYS2019-Kaganovsky-26-Bongo-1-46,sex,F
IYS2019-Kaganovsky-26-Bongo-1-46,abundance,0.992555831265509
IYS2019-Kaganovsky-26-Bongo-1-47,lifeStage,C5
IYS2019-Kaganovsky-26-Bongo-1-47,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-47,abundance,2.38213399503722
IYS2019-Kaganovsky-26-Bongo-1-48,lifeStage,C4
IYS2019-Kaganovsky-26-Bongo-1-48,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-48,abundance,0.198511166253102
IYS2019-Kaganovsky-26-Bongo-1-49,lifeStage,C5
IYS2019-Kaganovsky-26-Bongo-1-49,sex,F
IYS2019-Kaganovsky-26-Bongo-1-49,abundance,0.124069478908189
IYS2019-Kaganovsky-26-Bongo-1-50,lifeStage,C5
IYS2019-Kaganovsky-26-Bongo-1-50,sex,M
IYS2019-Kaganovsky-26-Bongo-1-50,abundance,0.0992555831265509
IYS2019-Kaganovsky-26-Bongo-1-51,lifeStage,C6
IYS2019-Kaganovsky-26-Bongo-1-51,sex,F
IYS2019-Kaganovsky-26-Bongo-1-51,abundance,0.0248138957816377
IYS2019-Kaganovsky-26-Bongo-1-52,lifeStage,C3
IYS2019-Kaganovsky-26-Bongo-1-52,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-52,abundance,0.198511166253102
IYS2019-Kaganovsky-26-Bongo-1-53,lifeStage,NA
IYS2019-Kaganovsky-26-Bongo-1-53,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-53,abundance,0.744416873449132
IYS2019-Kaganovsky-26-Bongo-1-54,lifeStage,NA
IYS2019-Kaganovsky-26-Bongo-1-54,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-54,abundance,0.0496277915632754
IYS2019-Kaganovsky-26-Bongo-1-55,lifeStage,C4
IYS2019-Kaganovsky-26-Bongo-1-55,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-55,abundance,0.397022332506204
IYS2019-Kaganovsky-26-Bongo-1-56,lifeStage,C5
IYS2019-Kaganovsky-26-Bongo-1-56,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-56,abundance,0.794044665012407
IYS2019-Kaganovsky-26-Bongo-1-57,lifeStage,C6
IYS2019-Kaganovsky-26-Bongo-1-57,sex,F
IYS2019-Kaganovsky-26-Bongo-1-57,abundance,0.595533498759305
IYS2019-Kaganovsky-26-Bongo-1-58,lifeStage,C6
IYS2019-Kaganovsky-26-Bongo-1-58,sex,M
IYS2019-Kaganovsky-26-Bongo-1-58,abundance,0.794044665012407
IYS2019-Kaganovsky-26-Bongo-1-59,lifeStage,C2
IYS2019-Kaganovsky-26-Bongo-1-59,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-59,abundance,0.198511166253102
IYS2019-Kaganovsky-26-Bongo-1-60,lifeStage,C3
IYS2019-Kaganovsky-26-Bongo-1-60,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-60,abundance,0.198511166253102
IYS2019-Kaganovsky-26-Bongo-1-61,lifeStage,C6
IYS2019-Kaganovsky-26-Bongo-1-61,sex,F
IYS2019-Kaganovsky-26-Bongo-1-61,abundance,0.794044665012407
IYS2019-Kaganovsky-26-Bongo-1-62,lifeStage,C6
IYS2019-Kaganovsky-26-Bongo-1-62,sex,F
IYS2019-Kaganovsky-26-Bongo-1-62,abundance,0.595533498759305
IYS2019-Kaganovsky-26-Bongo-1-63,lifeStage,C6
IYS2019-Kaganovsky-26-Bongo-1-63,sex,F
IYS2019-Kaganovsky-26-Bongo-1-63,abundance,0.198511166253102
IYS2019-Kaganovsky-26-Bongo-1-64,lifeStage,C6
IYS2019-Kaganovsky-26-Bongo-1-64,sex,M
IYS2019-Kaganovsky-26-Bongo-1-64,abundance,0.397022332506204
IYS2019-Kaganovsky-26-Bongo-1-65,lifeStage,C5
IYS2019-Kaganovsky-26-Bongo-1-65,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-65,abundance,0.198511166253102
IYS2019-Kaganovsky-26-Bongo-1-66,lifeStage,NA
IYS2019-Kaganovsky-26-Bongo-1-66,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-66,abundance,0.397022332506204
IYS2019-Kaganovsky-26-Bongo-1-67,lifeStage,C4
IYS2019-Kaganovsky-26-Bongo-1-67,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-67,abundance,0.397022332506204
IYS2019-Kaganovsky-26-Bongo-1-68,lifeStage,C5
IYS2019-Kaganovsky-26-Bongo-1-68,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-68,abundance,0.595533498759305
IYS2019-Kaganovsky-26-Bongo-1-69,lifeStage,C6
IYS2019-Kaganovsky-26-Bongo-1-69,sex,F
IYS2019-Kaganovsky-26-Bongo-1-69,abundance,1.19106699751861
IYS2019-Kaganovsky-26-Bongo-1-70,lifeStage,C6
IYS2019-Kaganovsky-26-Bongo-1-70,sex,M
IYS2019-Kaganovsky-26-Bongo-1-70,abundance,0.198511166253102
IYS2019-Kaganovsky-26-Bongo-1-71,lifeStage,eudoxid
IYS2019-Kaganovsky-26-Bongo-1-71,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-71,abundance,0.198511166253102
IYS2019-Kaganovsky-26-Bongo-1-72,lifeStage,larval colony
IYS2019-Kaganovsky-26-Bongo-1-72,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-72,abundance,0.595533498759305
IYS2019-Kaganovsky-26-Bongo-1-73,lifeStage,NA
IYS2019-Kaganovsky-26-Bongo-1-73,sex,F
IYS2019-Kaganovsky-26-Bongo-1-73,abundance,0.0248138957816377
IYS2019-Kaganovsky-26-Bongo-1-74,lifeStage,NA
IYS2019-Kaganovsky-26-Bongo-1-74,sex,F
IYS2019-Kaganovsky-26-Bongo-1-74,abundance,0.0248138957816377
IYS2019-Kaganovsky-26-Bongo-1-75,lifeStage,NA
IYS2019-Kaganovsky-26-Bongo-1-75,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-75,abundance,0.0248138957816377
IYS2019-Kaganovsky-26-Bongo-1-76,lifeStage,NA
IYS2019-Kaganovsky-26-Bongo-1-76,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-76,abundance,0.0248138957816377
IYS2019-Kaganovsky-26-Bongo-1-77,lifeStage,NA
IYS2019-Kaganovsky-26-Bongo-1-77,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-77,abundance,0.397022332506204
IYS2019-Kaganovsky-26-Bongo-1-78,lifeStage,NA
IYS2019-Kaganovsky-26-Bongo-1-78,sex,NA
IYS2019-Kaganovsky-26-Bongo-1-78,abundance,0.198511166253102
IYS2019-Kaganovsky-27-Bongo-1-1,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-1,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-1,abundance,0.0239808153477218
IYS2019-Kaganovsky-27-Bongo-1-2,lifeStage,C5
IYS2019-Kaganovsky-27-Bongo-1-2,sex,M
IYS2019-Kaganovsky-27-Bongo-1-2,abundance,0.0959232613908873
IYS2019-Kaganovsky-27-Bongo-1-3,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-3,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-3,abundance,0.0239808153477218
IYS2019-Kaganovsky-27-Bongo-1-4,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-4,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-4,abundance,0.287769784172662
IYS2019-Kaganovsky-27-Bongo-1-5,lifeStage,C1
IYS2019-Kaganovsky-27-Bongo-1-5,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-5,abundance,1.43884892086331
IYS2019-Kaganovsky-27-Bongo-1-6,lifeStage,C2
IYS2019-Kaganovsky-27-Bongo-1-6,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-6,abundance,0.959232613908873
IYS2019-Kaganovsky-27-Bongo-1-7,lifeStage,C3
IYS2019-Kaganovsky-27-Bongo-1-7,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-7,abundance,1.15107913669065
IYS2019-Kaganovsky-27-Bongo-1-8,lifeStage,juvenile
IYS2019-Kaganovsky-27-Bongo-1-8,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-8,abundance,0.575539568345324
IYS2019-Kaganovsky-27-Bongo-1-9,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-9,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-9,abundance,0.215827338129496
IYS2019-Kaganovsky-27-Bongo-1-10,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-10,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-10,abundance,0.0479616306954436
IYS2019-Kaganovsky-27-Bongo-1-11,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-11,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-11,abundance,2.87769784172662
IYS2019-Kaganovsky-27-Bongo-1-12,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-12,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-12,abundance,0.863309352517986
IYS2019-Kaganovsky-27-Bongo-1-13,lifeStage,C4
IYS2019-Kaganovsky-27-Bongo-1-13,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-13,abundance,0.479616306954436
IYS2019-Kaganovsky-27-Bongo-1-14,lifeStage,C5
IYS2019-Kaganovsky-27-Bongo-1-14,sex,F
IYS2019-Kaganovsky-27-Bongo-1-14,abundance,0.0959232613908873
IYS2019-Kaganovsky-27-Bongo-1-15,lifeStage,C5
IYS2019-Kaganovsky-27-Bongo-1-15,sex,M
IYS2019-Kaganovsky-27-Bongo-1-15,abundance,0.479616306954436
IYS2019-Kaganovsky-27-Bongo-1-16,lifeStage,C5
IYS2019-Kaganovsky-27-Bongo-1-16,sex,F
IYS2019-Kaganovsky-27-Bongo-1-16,abundance,0.599520383693045
IYS2019-Kaganovsky-27-Bongo-1-17,lifeStage,C6
IYS2019-Kaganovsky-27-Bongo-1-17,sex,F
IYS2019-Kaganovsky-27-Bongo-1-17,abundance,0.479616306954436
IYS2019-Kaganovsky-27-Bongo-1-18,lifeStage,C6
IYS2019-Kaganovsky-27-Bongo-1-18,sex,M
IYS2019-Kaganovsky-27-Bongo-1-18,abundance,0.695443645083933
IYS2019-Kaganovsky-27-Bongo-1-19,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-19,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-19,abundance,3.45323741007194
IYS2019-Kaganovsky-27-Bongo-1-20,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-20,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-20,abundance,6.33093525179856
IYS2019-Kaganovsky-27-Bongo-1-21,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-21,sex,F
IYS2019-Kaganovsky-27-Bongo-1-21,abundance,0.0239808153477218
IYS2019-Kaganovsky-27-Bongo-1-22,lifeStage,calyptopsis
IYS2019-Kaganovsky-27-Bongo-1-22,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-22,abundance,0.383693045563549
IYS2019-Kaganovsky-27-Bongo-1-23,lifeStage,egg
IYS2019-Kaganovsky-27-Bongo-1-23,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-23,abundance,0.383693045563549
IYS2019-Kaganovsky-27-Bongo-1-24,lifeStage,C2
IYS2019-Kaganovsky-27-Bongo-1-24,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-24,abundance,0.0959232613908873
IYS2019-Kaganovsky-27-Bongo-1-25,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-25,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-25,abundance,1.34292565947242
IYS2019-Kaganovsky-27-Bongo-1-26,lifeStage,C5
IYS2019-Kaganovsky-27-Bongo-1-26,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-26,abundance,0.0959232613908873
IYS2019-Kaganovsky-27-Bongo-1-27,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-27,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-27,abundance,4.12470023980815
IYS2019-Kaganovsky-27-Bongo-1-28,lifeStage,C4
IYS2019-Kaganovsky-27-Bongo-1-28,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-28,abundance,0.863309352517986
IYS2019-Kaganovsky-27-Bongo-1-29,lifeStage,C5
IYS2019-Kaganovsky-27-Bongo-1-29,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-29,abundance,1.43884892086331
IYS2019-Kaganovsky-27-Bongo-1-30,lifeStage,C6
IYS2019-Kaganovsky-27-Bongo-1-30,sex,F
IYS2019-Kaganovsky-27-Bongo-1-30,abundance,2.87769784172662
IYS2019-Kaganovsky-27-Bongo-1-31,lifeStage,C1
IYS2019-Kaganovsky-27-Bongo-1-31,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-31,abundance,0.191846522781775
IYS2019-Kaganovsky-27-Bongo-1-32,lifeStage,C2
IYS2019-Kaganovsky-27-Bongo-1-32,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-32,abundance,1.63069544364508
IYS2019-Kaganovsky-27-Bongo-1-33,lifeStage,C3
IYS2019-Kaganovsky-27-Bongo-1-33,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-33,abundance,1.63069544364508
IYS2019-Kaganovsky-27-Bongo-1-34,lifeStage,C4
IYS2019-Kaganovsky-27-Bongo-1-34,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-34,abundance,0.215827338129496
IYS2019-Kaganovsky-27-Bongo-1-35,lifeStage,C5
IYS2019-Kaganovsky-27-Bongo-1-35,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-35,abundance,1.82254196642686
IYS2019-Kaganovsky-27-Bongo-1-36,lifeStage,C4
IYS2019-Kaganovsky-27-Bongo-1-36,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-36,abundance,0.191846522781775
IYS2019-Kaganovsky-27-Bongo-1-37,lifeStage,C1
IYS2019-Kaganovsky-27-Bongo-1-37,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-37,abundance,3.45323741007194
IYS2019-Kaganovsky-27-Bongo-1-38,lifeStage,C2
IYS2019-Kaganovsky-27-Bongo-1-38,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-38,abundance,2.39808153477218
IYS2019-Kaganovsky-27-Bongo-1-39,lifeStage,C3
IYS2019-Kaganovsky-27-Bongo-1-39,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-39,abundance,0.863309352517986
IYS2019-Kaganovsky-27-Bongo-1-40,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-40,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-40,abundance,0.959232613908873
IYS2019-Kaganovsky-27-Bongo-1-41,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-41,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-41,abundance,0.143884892086331
IYS2019-Kaganovsky-27-Bongo-1-42,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-42,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-42,abundance,1.05515587529976
IYS2019-Kaganovsky-27-Bongo-1-43,lifeStage,C6
IYS2019-Kaganovsky-27-Bongo-1-43,sex,F
IYS2019-Kaganovsky-27-Bongo-1-43,abundance,0.575539568345324
IYS2019-Kaganovsky-27-Bongo-1-44,lifeStage,C6
IYS2019-Kaganovsky-27-Bongo-1-44,sex,F
IYS2019-Kaganovsky-27-Bongo-1-44,abundance,3.06954436450839
IYS2019-Kaganovsky-27-Bongo-1-45,lifeStage,C4
IYS2019-Kaganovsky-27-Bongo-1-45,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-45,abundance,0.479616306954436
IYS2019-Kaganovsky-27-Bongo-1-46,lifeStage,C5
IYS2019-Kaganovsky-27-Bongo-1-46,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-46,abundance,4.12470023980815
IYS2019-Kaganovsky-27-Bongo-1-47,lifeStage,C5
IYS2019-Kaganovsky-27-Bongo-1-47,sex,F
IYS2019-Kaganovsky-27-Bongo-1-47,abundance,0.0959232613908873
IYS2019-Kaganovsky-27-Bongo-1-48,lifeStage,C5
IYS2019-Kaganovsky-27-Bongo-1-48,sex,F
IYS2019-Kaganovsky-27-Bongo-1-48,abundance,0.191846522781775
IYS2019-Kaganovsky-27-Bongo-1-49,lifeStage,C5
IYS2019-Kaganovsky-27-Bongo-1-49,sex,M
IYS2019-Kaganovsky-27-Bongo-1-49,abundance,0.0959232613908873
IYS2019-Kaganovsky-27-Bongo-1-50,lifeStage,C6
IYS2019-Kaganovsky-27-Bongo-1-50,sex,F
IYS2019-Kaganovsky-27-Bongo-1-50,abundance,0.0719424460431655
IYS2019-Kaganovsky-27-Bongo-1-51,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-51,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-51,abundance,0.287769784172662
IYS2019-Kaganovsky-27-Bongo-1-52,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-52,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-52,abundance,0.0239808153477218
IYS2019-Kaganovsky-27-Bongo-1-53,lifeStage,C2
IYS2019-Kaganovsky-27-Bongo-1-53,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-53,abundance,0.0959232613908873
IYS2019-Kaganovsky-27-Bongo-1-54,lifeStage,C3
IYS2019-Kaganovsky-27-Bongo-1-54,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-54,abundance,0.0959232613908873
IYS2019-Kaganovsky-27-Bongo-1-55,lifeStage,C6
IYS2019-Kaganovsky-27-Bongo-1-55,sex,F
IYS2019-Kaganovsky-27-Bongo-1-55,abundance,0.383693045563549
IYS2019-Kaganovsky-27-Bongo-1-56,lifeStage,C6
IYS2019-Kaganovsky-27-Bongo-1-56,sex,F
IYS2019-Kaganovsky-27-Bongo-1-56,abundance,0.671462829736211
IYS2019-Kaganovsky-27-Bongo-1-57,lifeStage,C6
IYS2019-Kaganovsky-27-Bongo-1-57,sex,F
IYS2019-Kaganovsky-27-Bongo-1-57,abundance,0.671462829736211
IYS2019-Kaganovsky-27-Bongo-1-58,lifeStage,C6
IYS2019-Kaganovsky-27-Bongo-1-58,sex,M
IYS2019-Kaganovsky-27-Bongo-1-58,abundance,0.0959232613908873
IYS2019-Kaganovsky-27-Bongo-1-59,lifeStage,C4
IYS2019-Kaganovsky-27-Bongo-1-59,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-59,abundance,0.0959232613908873
IYS2019-Kaganovsky-27-Bongo-1-60,lifeStage,C4
IYS2019-Kaganovsky-27-Bongo-1-60,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-60,abundance,0.191846522781775
IYS2019-Kaganovsky-27-Bongo-1-61,lifeStage,C5
IYS2019-Kaganovsky-27-Bongo-1-61,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-61,abundance,0.191846522781775
IYS2019-Kaganovsky-27-Bongo-1-62,lifeStage,C4
IYS2019-Kaganovsky-27-Bongo-1-62,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-62,abundance,0.383693045563549
IYS2019-Kaganovsky-27-Bongo-1-63,lifeStage,C5
IYS2019-Kaganovsky-27-Bongo-1-63,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-63,abundance,0.479616306954436
IYS2019-Kaganovsky-27-Bongo-1-64,lifeStage,C6
IYS2019-Kaganovsky-27-Bongo-1-64,sex,F
IYS2019-Kaganovsky-27-Bongo-1-64,abundance,1.34292565947242
IYS2019-Kaganovsky-27-Bongo-1-65,lifeStage,C6
IYS2019-Kaganovsky-27-Bongo-1-65,sex,M
IYS2019-Kaganovsky-27-Bongo-1-65,abundance,0.0959232613908873
IYS2019-Kaganovsky-27-Bongo-1-66,lifeStage,larva
IYS2019-Kaganovsky-27-Bongo-1-66,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-66,abundance,0.0959232613908873
IYS2019-Kaganovsky-27-Bongo-1-67,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-67,sex,F
IYS2019-Kaganovsky-27-Bongo-1-67,abundance,0.0239808153477218
IYS2019-Kaganovsky-27-Bongo-1-68,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-68,sex,F
IYS2019-Kaganovsky-27-Bongo-1-68,abundance,0.0959232613908873
IYS2019-Kaganovsky-27-Bongo-1-69,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-69,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-69,abundance,0.0239808153477218
IYS2019-Kaganovsky-27-Bongo-1-70,lifeStage,trochophore
IYS2019-Kaganovsky-27-Bongo-1-70,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-70,abundance,0.0959232613908873
IYS2019-Kaganovsky-27-Bongo-1-71,lifeStage,NA
IYS2019-Kaganovsky-27-Bongo-1-71,sex,NA
IYS2019-Kaganovsky-27-Bongo-1-71,abundance,0.767386091127098
IYS2019-Kaganovsky-28-Bongo-1-1,lifeStage,NA
IYS2019-Kaganovsky-28-Bongo-1-1,sex,NA
IYS2019-Kaganovsky-28-Bongo-1-1,abundance,0.0246913580246914
IYS2019-Kaganovsky-28-Bongo-1-2,lifeStage,C5
IYS2019-Kaganovsky-28-Bongo-1-2,sex,F
IYS2019-Kaganovsky-28-Bongo-1-2,abundance,0.0987654320987654
IYS2019-Kaganovsky-28-Bongo-1-3,lifeStage,C5
IYS2019-Kaganovsky-28-Bongo-1-3,sex,M
IYS2019-Kaganovsky-28-Bongo-1-3,abundance,0.0987654320987654
IYS2019-Kaganovsky-28-Bongo-1-4,lifeStage,NA
IYS2019-Kaganovsky-28-Bongo-1-4,sex,NA
IYS2019-Kaganovsky-28-Bongo-1-4,abundance,0.0493827160493827
IYS2019-Kaganovsky-28-Bongo-1-5,lifeStage,NA
IYS2019-Kaganovsky-28-Bongo-1-5,sex,NA
IYS2019-Kaganovsky-28-Bongo-1-5,abundance,0.444444444444444
IYS2019-Kaganovsky-28-Bongo-1-6,lifeStage,C1
IYS2019-Kaganovsky-28-Bongo-1-6,sex,NA
IYS2019-Kaganovsky-28-Bongo-1-6,abundance,2.8641975308642
IYS2019-Kaganovsky-28-Bongo-1-7,lifeStage,C2
IYS2019-Kaganovsky-28-Bongo-1-7,sex,NA
IYS2019-Kaganovsky-28-Bongo-1-7,abundance,1.48148148148148
IYS2019-Kaganovsky-28-Bongo-1-8,lifeStage,C3
IYS2019-Kaganovsky-28-Bongo-1-8,sex,NA
IYS2019-Kaganovsky-28-Bongo-1-8,abundance,0.790123456790123
IYS2019-Kaganovsky-28-Bongo-1-9,lifeStage,juvenile
IYS2019-Kaganovsky-28-Bongo-1-9,sex,NA
IYS2019-Kaganovsky-28-Bongo-1-9,abundance,0.0987654320987654
IYS2019-Kaganovsky-28-Bongo-1-10,lifeStage,NA
IYS2019-Kaganovsky-28-Bongo-1-10,sex,NA
IYS2019-Kaganovsky-28-Bongo-1-10,abundance,0.0493827160493827
